label,language
1.666666667,Portuguese
2.6,Portuguese
1.8,Portuguese
1.4,Portuguese
3,Portuguese
1,Portuguese
1.6,Portuguese
1.75,Portuguese
1.5,Portuguese
2.6,Portuguese
1,Portuguese
4.2,Portuguese
3,Portuguese
1.2,Portuguese
2.8,Portuguese
2,Portuguese
2.4,Portuguese
2.4,Portuguese
2,Portuguese
3,Portuguese
1.25,Portuguese
2.2,Portuguese
2.2,Portuguese
1,Portuguese
2.6,Portuguese
2.8,Portuguese
1,Portuguese
1.25,Portuguese
1.4,Portuguese
1,Portuguese
1.8,Portuguese
1.4,Portuguese
2.6,Portuguese
1,Portuguese
1,Portuguese
2.8,Portuguese
2,Portuguese
1.6,Portuguese
2,Portuguese
2.4,Portuguese
2.6,Portuguese
3,Portuguese
1.8,Portuguese
1.75,Portuguese
2.4,Portuguese
2.2,Portuguese
2.2,Portuguese
2.2,Portuguese
2.4,Portuguese
1.4,Portuguese
1.2,Portuguese
3,Portuguese
1.4,Portuguese
1,Portuguese
2.2,Portuguese
2.25,Portuguese
2.8,Portuguese
2.4,Portuguese
1.4,Portuguese
2.2,Portuguese
1.2,Portuguese
2.4,Portuguese
1,Portuguese
1,Portuguese
2.6,Portuguese
2.2,Portuguese
3,Portuguese
2.4,Portuguese
1.25,Portuguese
3,Portuguese
1.75,Portuguese
2.4,Portuguese
3,Portuguese
1.6,Portuguese
2,Portuguese
1.4,Portuguese
1,Portuguese
1.8,Portuguese
1.2,Portuguese
1.333333333,Portuguese
1.2,Portuguese
3.8,Portuguese
4,Portuguese
4,Portuguese
1,Portuguese
1.4,Portuguese
1.8,Portuguese
2.2,Portuguese
1,Portuguese
1.2,Portuguese
3,Portuguese
1.2,Portuguese
2.6,Portuguese
2,Portuguese
3.75,Portuguese
1,Portuguese
1.2,Portuguese
2,Portuguese
1.2,Portuguese
1.6,Portuguese
1.6,Portuguese
1.2,Portuguese
2,Portuguese
3,Portuguese
1.8,Portuguese
1.8,Portuguese
1.4,Portuguese
1,Portuguese
1.4,Portuguese
1,Portuguese
1,Portuguese
1.6,Portuguese
1.8,Portuguese
3.6,Portuguese
3.2,Portuguese
2.6,Portuguese
1.2,Portuguese
1.8,Portuguese
2,Portuguese
3.4,Portuguese
2,Portuguese
1,Portuguese
1.2,Portuguese
2.75,Portuguese
1.6,Portuguese
4.2,Portuguese
2.8,Portuguese
2.8,Portuguese
1.2,Portuguese
2.8,Portuguese
2.75,Portuguese
3.6,Portuguese
2,Portuguese
1.8,Portuguese
1.2,Portuguese
3,Portuguese
1.4,Portuguese
1.6,Portuguese
1,Portuguese
2.8,Portuguese
1.2,Portuguese
3.2,Portuguese
3.2,Portuguese
3.2,Portuguese
2.8,Portuguese
3,Portuguese
1.666666667,Portuguese
1.75,Portuguese
1.6,Portuguese
1.4,Portuguese
1.8,Portuguese
1.4,Portuguese
3.2,Portuguese
2.5,Portuguese
3.6,Portuguese
1.4,Portuguese
3.25,Portuguese
2.8,Portuguese
2.6,Portuguese
2.2,Portuguese
2.6,Portuguese
3.4,Portuguese
1.8,Portuguese
4.2,Portuguese
1.2,Portuguese
2.2,Portuguese
1,Portuguese
4.2,Portuguese
1.8,Portuguese
3.75,Portuguese
2.2,Portuguese
2.4,Portuguese
1.2,Portuguese
2,Portuguese
2.8,Portuguese
3.2,Portuguese
1.2,Portuguese
2.2,Portuguese
2,Portuguese
2.8,Portuguese
1.2,Portuguese
2,Portuguese
1.8,Portuguese
2.6,Portuguese
3,Portuguese
1.5,Portuguese
1,Portuguese
2.2,Portuguese
3.4,Portuguese
2.4,Portuguese
1.6,Portuguese
3,Portuguese
2,Portuguese
1.4,Portuguese
3.8,Portuguese
1,Portuguese
3,Portuguese
1,Portuguese
2,Portuguese
1.8,Portuguese
1.6,Portuguese
1.4,Portuguese
4.75,Portuguese
3.6,Portuguese
2.4,Portuguese
4,Portuguese
2.4,Portuguese
2.2,Portuguese
1.8,Portuguese
2.6,Portuguese
1,Portuguese
3.4,Portuguese
3.4,Portuguese
1.2,Portuguese
2.2,Portuguese
1.8,Portuguese
1.8,Portuguese
1.6,Portuguese
3,Portuguese
2.2,Portuguese
1.4,Portuguese
1.6,Portuguese
1.8,Portuguese
2.4,Portuguese
1.2,Portuguese
1.5,Portuguese
1,Portuguese
1.4,Portuguese
1.4,Portuguese
2.2,Portuguese
1.8,Portuguese
1.5,Portuguese
1.75,Portuguese
3.5,Portuguese
1,Portuguese
1.333333333,Portuguese
2.2,Portuguese
2,Portuguese
1,Portuguese
2,Portuguese
2.2,Portuguese
1.8,Portuguese
2,Portuguese
3.8,Portuguese
1.6,Portuguese
2.8,Portuguese
2.4,Portuguese
3,Portuguese
1.6,Portuguese
1.8,Portuguese
2,Portuguese
3.2,Portuguese
3.2,Portuguese
1.75,Portuguese
2.2,Portuguese
1.6,Portuguese
1.2,Portuguese
3,Portuguese
3.666666667,Portuguese
3,Portuguese
1.4,Portuguese
1.4,Portuguese
1.2,Portuguese
2.4,Portuguese
1.4,Portuguese
1,Portuguese
2.6,Portuguese
1.4,Portuguese
2.2,Portuguese
2.6,Portuguese
2.25,Portuguese
1.75,Portuguese
1.6,Portuguese
1.2,Portuguese
1,Portuguese
1.2,Portuguese
3.8,Portuguese
1.8,Portuguese
3.25,Portuguese
2.6,Portuguese
2.2,Portuguese
1.8,Portuguese
3,Portuguese
2.75,Portuguese
2.2,Portuguese
1.2,Portuguese
2.25,Portuguese
1.4,Portuguese
3.2,Portuguese
2.8,Portuguese
1,Portuguese
1.75,Portuguese
1,Portuguese
2.6,Portuguese
1.6,Portuguese
3,Portuguese
2.25,Portuguese
2.4,Portuguese
1.8,Portuguese
2.666666667,Portuguese
2,Portuguese
3,Portuguese
2,Portuguese
2.333333333,Portuguese
2.5,Portuguese
2.25,Portuguese
1.2,Portuguese
2.5,Portuguese
3.8,Portuguese
2.8,Portuguese
2.4,Portuguese
1.4,Portuguese
1.5,Portuguese
1.5,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
2,Portuguese
2.8,Portuguese
3.6,Portuguese
3.6,Portuguese
2.4,Portuguese
2.2,Portuguese
1.2,Portuguese
1.333333333,Portuguese
2.25,Portuguese
2.6,Portuguese
1,Portuguese
1.75,Portuguese
3.5,Portuguese
1.2,Portuguese
1.6,Portuguese
2.333333333,Portuguese
1.8,Portuguese
1,Portuguese
2,Portuguese
3.4,Portuguese
1.8,Portuguese
1.75,Portuguese
1.4,Portuguese
2.5,Portuguese
3.75,Portuguese
1.6,Portuguese
1,Portuguese
1.6,Portuguese
1.6,Portuguese
1.75,Portuguese
1.8,Portuguese
3.5,Portuguese
2.2,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
3.4,Portuguese
1,Portuguese
2.75,Portuguese
1.6,Portuguese
2.2,Portuguese
1.2,Portuguese
3,Portuguese
2.2,Portuguese
1.4,Portuguese
1.25,Portuguese
3,Portuguese
1.2,Portuguese
3,Portuguese
2,Portuguese
1.8,Portuguese
1,Portuguese
1.8,Portuguese
5,Portuguese
3.4,Portuguese
3.6,Portuguese
2.25,Portuguese
1,Portuguese
1.5,Portuguese
2.6,Portuguese
1.5,Portuguese
3.5,Portuguese
3,Portuguese
2.8,Portuguese
2.75,Portuguese
2.75,Portuguese
1.8,Portuguese
1.75,Portuguese
2.2,Portuguese
1.8,Portuguese
2.25,Portuguese
2.2,Portuguese
1.8,Portuguese
1.25,Portuguese
3.5,Portuguese
2.2,Portuguese
2,Portuguese
1,Portuguese
1.8,Portuguese
3.2,Portuguese
1.4,Portuguese
1.25,Portuguese
1.8,Portuguese
1.666666667,Portuguese
1.5,Portuguese
1.2,Portuguese
3.2,Portuguese
1.75,Portuguese
2,Portuguese
3.75,Portuguese
2,Portuguese
1.4,Portuguese
1.5,Portuguese
2.2,Portuguese
2.4,Portuguese
2.6,Portuguese
1.5,Portuguese
1,Portuguese
1.6,Portuguese
1.4,Portuguese
3.75,Portuguese
1,Portuguese
3,Portuguese
1.4,Portuguese
4.6,Portuguese
1.6,Portuguese
2.333333333,Portuguese
1.5,Portuguese
1,Portuguese
2,Portuguese
1.5,Portuguese
2.6,Portuguese
1,Portuguese
4,Portuguese
2.2,Portuguese
1.8,Portuguese
1.75,Portuguese
2,Portuguese
1.5,Portuguese
2.25,Portuguese
2,Portuguese
1,Portuguese
2,Portuguese
2,Portuguese
2,Portuguese
2.4,Portuguese
2.8,Portuguese
2.2,Portuguese
2.2,Portuguese
1.666666667,Portuguese
1,Portuguese
1,Portuguese
1.8,Portuguese
2.2,Portuguese
1.8,Portuguese
2,Portuguese
1.4,Portuguese
1,Portuguese
1.4,Portuguese
3.5,Portuguese
1.8,Portuguese
4.2,Portuguese
2,Portuguese
4.2,Portuguese
2,Portuguese
2.6,Portuguese
1,Portuguese
2.8,Portuguese
1.4,Portuguese
3,Portuguese
1.8,Portuguese
1,Portuguese
1.75,Portuguese
2.6,Portuguese
4,Portuguese
3.4,Portuguese
2.8,Portuguese
3.25,Portuguese
2,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
1.6,Portuguese
1.2,Portuguese
4,Portuguese
1.6,Portuguese
1.4,Portuguese
2.8,Portuguese
1.75,Portuguese
1.333333333,Portuguese
1.4,Portuguese
2.4,Portuguese
1.25,Portuguese
2,Portuguese
1.333333333,Portuguese
2.4,Portuguese
3.75,Portuguese
1.8,Portuguese
2,Portuguese
1.4,Portuguese
1,Portuguese
1.6,Portuguese
4.2,Portuguese
2,Portuguese
1.5,Portuguese
1.6,Portuguese
1.6,Portuguese
1.2,Portuguese
2.25,Portuguese
3.25,Portuguese
1.333333333,Portuguese
3,Portuguese
1,Portuguese
4,Portuguese
1.5,Portuguese
1,Portuguese
1.5,Portuguese
1.8,Portuguese
2.5,Portuguese
2.75,Portuguese
3.8,Portuguese
1.25,Portuguese
1.25,Portuguese
1.5,Portuguese
3.2,Portuguese
1.4,Portuguese
2.2,Portuguese
1,Portuguese
3,Portuguese
2.2,Portuguese
1.333333333,Portuguese
1.6,Portuguese
1.4,Portuguese
4,Portuguese
2.333333333,Portuguese
2,Portuguese
1,Portuguese
1.8,Portuguese
1.6,Portuguese
3,Portuguese
3.75,Portuguese
1.6,Portuguese
2.4,Portuguese
1,Portuguese
3,Portuguese
1.25,Portuguese
3.8,Portuguese
2.6,Portuguese
4.75,Portuguese
1.75,Portuguese
1,Portuguese
2.25,Portuguese
2.25,Portuguese
3,Portuguese
1,Portuguese
3,Portuguese
1.75,Portuguese
1.25,Portuguese
2.5,Portuguese
3.8,Portuguese
1.5,Portuguese
1.8,Portuguese
2.25,Portuguese
3.25,Portuguese
3.8,Portuguese
1,Portuguese
1.5,Portuguese
3.8,Portuguese
2.4,Portuguese
1.25,Portuguese
2.25,Portuguese
1.25,Portuguese
2.8,Portuguese
1.6,Portuguese
2.2,Portuguese
2.4,Portuguese
3,Portuguese
2,Portuguese
2.4,Portuguese
2,Portuguese
2,Portuguese
3.4,Portuguese
3,Portuguese
3.4,Portuguese
3.4,Portuguese
3,Portuguese
2.5,Portuguese
1.8,Portuguese
1,Portuguese
1.6,Portuguese
2,Portuguese
1,Portuguese
1.6,Portuguese
3,Portuguese
2.6,Portuguese
1.8,Portuguese
3.2,Portuguese
1.25,Portuguese
1.4,Portuguese
1.2,Portuguese
3.6,Portuguese
1.75,Portuguese
2.8,Portuguese
3.2,Portuguese
3,Portuguese
2,Portuguese
1.4,Portuguese
1,Portuguese
2.75,Portuguese
2,Portuguese
2.8,Portuguese
1.2,Portuguese
3.4,Portuguese
2.2,Portuguese
2,Portuguese
3.2,Portuguese
2,Portuguese
1.25,Portuguese
3.6,Portuguese
3,Portuguese
2.8,Portuguese
2,Portuguese
3.2,Portuguese
2.4,Portuguese
1,Portuguese
2,Portuguese
1.2,Portuguese
4,Portuguese
3.2,Portuguese
2.4,Portuguese
1,Portuguese
2.8,Portuguese
1.5,Portuguese
2.2,Portuguese
2,Portuguese
2.8,Portuguese
4.2,Portuguese
1.25,Portuguese
1.8,Portuguese
2.4,Portuguese
2.4,Portuguese
2.2,Portuguese
2.2,Portuguese
1.5,Portuguese
1,Portuguese
1.6,Portuguese
4.4,Portuguese
1.8,Portuguese
1.4,Portuguese
1.666666667,Portuguese
1.4,Portuguese
1.2,Portuguese
2.6,Portuguese
1.8,Portuguese
3.2,Portuguese
1.4,Portuguese
3.8,Portuguese
3.2,Portuguese
1.8,Portuguese
2.2,Portuguese
1.2,Portuguese
4.6,Portuguese
3,Portuguese
1.5,Portuguese
2.666666667,Portuguese
1.6,Portuguese
2.4,Portuguese
3.2,Portuguese
1.2,Portuguese
1.6,Portuguese
1.5,Portuguese
3,Portuguese
1.4,Portuguese
1.8,Portuguese
3.2,Portuguese
1.25,Portuguese
3.4,Portuguese
1.2,Portuguese
1.4,Portuguese
3.8,Portuguese
3,Portuguese
1.2,Portuguese
3.8,Portuguese
2.4,Portuguese
1.8,Portuguese
3.2,Portuguese
2,Portuguese
2.25,Portuguese
1.8,Portuguese
1,Portuguese
1.4,Portuguese
2.25,Portuguese
2,Portuguese
3,Portuguese
2.6,Portuguese
1.6,Portuguese
2.2,Portuguese
1.75,Portuguese
2.4,Portuguese
1,Portuguese
1.25,Portuguese
1.6,Portuguese
2,Portuguese
4,Portuguese
1.75,Portuguese
2.6,Portuguese
2.8,Portuguese
1.4,Portuguese
3.6,Portuguese
1.666666667,Portuguese
4.333333333,Portuguese
1.4,Portuguese
1.2,Portuguese
2,Portuguese
1.4,Portuguese
3,Portuguese
1,Portuguese
1.4,Portuguese
1.6,Portuguese
2.2,Portuguese
1.333333333,Portuguese
2.8,Portuguese
2,Portuguese
3.2,Portuguese
2,Portuguese
4.2,Portuguese
2.8,Portuguese
4.8,Portuguese
2.2,Portuguese
1.8,Portuguese
3.2,Portuguese
3.4,Portuguese
2.4,Portuguese
3,Portuguese
4.2,Portuguese
2.5,Portuguese
2.25,Portuguese
3.8,Portuguese
1.4,Portuguese
1.8,Portuguese
2.2,Portuguese
3,Portuguese
1.5,Portuguese
1.2,Portuguese
2.2,Portuguese
3.2,Portuguese
3.25,Portuguese
1.8,Portuguese
2.6,Portuguese
1.4,Portuguese
3.2,Portuguese
2,Portuguese
2.8,Portuguese
2.2,Portuguese
3,Portuguese
1.4,Portuguese
1.8,Portuguese
2.25,Portuguese
2.2,Portuguese
2.2,Portuguese
2,Portuguese
2.6,Portuguese
1.6,Portuguese
3,Portuguese
1,Portuguese
1,Portuguese
1.25,Portuguese
1.2,Portuguese
2.666666667,Portuguese
1.4,Portuguese
1.8,Portuguese
2,Portuguese
1.5,Portuguese
2.8,Portuguese
2.2,Portuguese
1.2,Portuguese
2.8,Portuguese
2.333333333,Portuguese
2.8,Portuguese
2,Portuguese
2,Portuguese
3.6,Portuguese
1.4,Portuguese
3,Portuguese
1.75,Portuguese
2.8,Portuguese
1,Portuguese
3.4,Portuguese
2.8,Portuguese
1.8,Portuguese
1.2,Portuguese
2.8,Portuguese
1.6,Portuguese
3.5,Portuguese
2.4,Portuguese
2.4,Portuguese
2.2,Portuguese
2,Portuguese
2.8,Portuguese
1.6,Portuguese
2.4,Portuguese
4.25,Portuguese
1.2,Portuguese
1.25,Portuguese
1.6,Portuguese
1.4,Portuguese
1.4,Portuguese
1,Portuguese
4,Portuguese
2.6,Portuguese
2.2,Portuguese
2.4,Portuguese
1.25,Portuguese
2,Portuguese
1.4,Portuguese
3.4,Portuguese
1,Portuguese
2.6,Portuguese
1.6,Portuguese
1.25,Portuguese
2,Portuguese
1.8,Portuguese
3.4,Portuguese
1.75,Portuguese
3.2,Portuguese
2.5,Portuguese
1.5,Portuguese
2.4,Portuguese
1,Portuguese
3,Portuguese
2,Portuguese
1.25,Portuguese
1.4,Portuguese
1.6,Portuguese
1.333333333,Portuguese
1.5,Portuguese
2.8,Portuguese
2.8,Portuguese
1.4,Portuguese
2.2,Portuguese
1.75,Portuguese
2,Portuguese
1.2,Portuguese
2.2,Portuguese
2.4,Portuguese
2.2,Portuguese
2.6,Portuguese
1.6,Portuguese
3,Portuguese
3.4,Portuguese
1.4,Portuguese
2.6,Portuguese
2.25,Portuguese
1.5,Portuguese
3,Portuguese
4.4,Portuguese
2.6,Portuguese
3.4,Portuguese
1,Portuguese
3.6,Portuguese
2.6,Portuguese
3.2,Portuguese
2.5,Portuguese
2,Portuguese
1.8,Portuguese
3,Portuguese
4,Portuguese
1,Portuguese
3,Portuguese
3.4,Portuguese
3.2,Portuguese
1.25,Portuguese
2.6,Portuguese
1.6,Portuguese
2,Portuguese
1.25,Portuguese
1.75,Portuguese
2.75,Portuguese
1.8,Portuguese
4.4,Portuguese
1.8,Portuguese
2.8,Portuguese
1.5,Portuguese
1.2,Portuguese
3.25,Portuguese
1.4,Portuguese
2.2,Portuguese
3,Portuguese
3.5,Portuguese
2.4,Portuguese
3,Portuguese
3.4,Portuguese
2.25,Portuguese
1.5,Portuguese
4.25,Portuguese
1,Portuguese
3.5,Portuguese
1.5,Portuguese
1.25,Portuguese
4.6,Portuguese
2.4,Portuguese
3,Portuguese
2.6,Portuguese
1.5,Portuguese
2.6,Portuguese
4.4,Portuguese
1.75,Portuguese
1.75,Portuguese
1.6,Portuguese
3,Portuguese
1.75,Portuguese
4.75,Portuguese
2.8,Portuguese
1.6,Portuguese
1.6,Portuguese
3.2,Portuguese
1,Portuguese
2.8,Portuguese
3.25,Portuguese
2.6,Portuguese
4.4,Portuguese
1.2,Portuguese
3.4,Portuguese
3,Portuguese
2.4,Portuguese
1.4,Portuguese
2.8,Portuguese
1.8,Portuguese
1.8,Portuguese
2.8,Portuguese
3.25,Portuguese
2,Portuguese
2.4,Portuguese
2,Portuguese
2,Portuguese
1.8,Portuguese
1.4,Portuguese
2.4,Portuguese
2.2,Portuguese
1.4,Portuguese
1,Portuguese
3.6,Portuguese
2,Portuguese
1.333333333,Portuguese
2,Portuguese
3.2,Portuguese
1.666666667,Portuguese
1.75,Portuguese
3.8,Portuguese
1.6,Portuguese
1.4,Portuguese
2.25,Portuguese
1,Portuguese
1.666666667,Portuguese
2.4,Portuguese
1,Portuguese
1.8,Portuguese
1.4,Portuguese
3.8,Portuguese
1,Portuguese
1.2,Portuguese
2.8,Portuguese
1.6,Portuguese
1.2,Portuguese
1.25,Portuguese
1.6,Portuguese
3.75,Portuguese
2.4,Portuguese
1,Portuguese
2.2,Portuguese
2.4,Portuguese
2,Portuguese
1.5,Portuguese
1.8,Portuguese
1,Portuguese
1.4,Portuguese
2.8,Portuguese
1,Portuguese
1.5,Portuguese
2,Portuguese
2,Portuguese
1.4,Portuguese
1.4,Portuguese
3.6,Portuguese
2.4,Italian
4.2,Italian
1,Italian
1.6,Italian
1,Italian
1,Italian
2,Italian
1.4,Italian
1.4,Italian
2,Italian
1.4,Italian
2,Italian
2.2,Italian
1.6,Italian
1.333333333,Italian
1.6,Italian
1.4,Italian
3,Italian
1,Italian
1,Italian
1.4,Italian
2,Italian
2.75,Italian
2.8,Italian
1.2,Italian
2.6,Italian
1.4,Italian
1,Italian
2.75,Italian
1.2,Italian
4.4,Italian
1.8,Italian
2.2,Italian
2.6,Italian
1,Italian
2.25,Italian
3.2,Italian
1.2,Italian
2,Italian
3.5,Italian
1.666666667,Italian
2,Italian
1,Italian
1.25,Italian
1.5,Italian
2,Italian
1,Italian
2,Italian
2.25,Italian
2,Italian
2,Italian
1.6,Italian
1.6,Italian
1,Italian
3.6,Italian
2.4,Italian
1.25,Italian
3.2,Italian
1.2,Italian
3.4,Italian
1.75,Italian
1.8,Italian
1.2,Italian
3.4,Italian
3.2,Italian
1,Italian
1,Italian
1.6,Italian
2,Italian
2.2,Italian
2.4,Italian
1.6,Italian
2.4,Italian
1.8,Italian
1.8,Italian
3.6,Italian
2.2,Italian
1.4,Italian
1.2,Italian
3.333333333,Italian
1,Italian
1.6,Italian
2.8,Italian
2.8,Italian
1.4,Italian
1.6,Italian
2.2,Italian
3.8,Italian
1.5,Italian
1.4,Italian
2.25,Italian
1.2,Italian
2.8,Italian
3,Italian
1.6,Italian
1.6,Italian
1.75,Italian
2.75,Italian
1.6,Italian
3.8,Italian
3.2,Italian
3.4,Italian
1.666666667,Italian
1.75,Italian
2.8,Italian
1.4,Italian
3,Italian
1.2,Italian
2.2,Italian
2.333333333,Italian
1.8,Italian
2.5,Italian
1.8,Italian
2.2,Italian
2.8,Italian
1.6,Italian
2.8,Italian
1.8,Italian
1.5,Italian
1.2,Italian
1.25,Italian
3,Italian
1.25,Italian
4,Italian
3.25,Italian
1.2,Italian
1.5,Italian
3,Italian
3,Italian
2,Italian
1.333333333,Italian
1,Italian
3.4,Italian
2.6,Italian
1,Italian
4,Italian
4.2,Italian
1.2,Italian
1.333333333,Italian
1.25,Italian
1.8,Italian
2.2,Italian
1.2,Italian
2.6,Italian
1,Italian
1.8,Italian
1.666666667,Italian
2.2,Italian
1.8,Italian
1.25,Italian
2.6,Italian
1.2,Italian
2.5,Italian
1.5,Italian
3.75,Italian
2,Italian
2,Italian
2,Italian
1,Italian
1,Italian
1.6,Italian
1.8,Italian
1.8,Italian
1.25,Italian
1.4,Italian
3,Italian
1,Italian
1,Italian
1.8,Italian
2,Italian
3.2,Italian
2.6,Italian
2.4,Italian
1,Italian
2,Italian
4.6,Italian
2,Italian
1.6,Italian
1.4,Italian
1.6,Italian
1.25,Italian
1.25,Italian
2.5,Italian
2,Italian
1.5,Italian
3.5,Italian
1,Italian
2.2,Italian
1,Italian
2.2,Italian
1.4,Italian
3.2,Italian
1.8,Italian
1,Italian
1.6,Italian
2.5,Italian
1,Italian
1.333333333,Italian
1.2,Italian
2,Italian
2.4,Italian
1,Italian
1.4,Italian
1.2,Italian
3.2,Italian
1.5,Italian
3,Italian
3,Italian
1,Italian
1.8,Italian
2.8,Italian
4,Italian
2.4,Italian
2.75,Italian
2.25,Italian
2.8,Italian
1,Italian
2,Italian
2.2,Italian
1,Italian
3.25,Italian
2,Italian
2.6,Italian
2.8,Italian
1,Italian
3.5,Italian
1,Italian
1,Italian
1,Italian
1.25,Italian
1.4,Italian
2.6,Italian
2.2,Italian
1.5,Italian
1,Italian
2.8,Italian
3.2,Italian
3,Italian
2,Italian
2.2,Italian
2.2,Italian
1,Italian
3.8,Italian
1.5,Italian
1.5,Italian
2.8,Italian
3.2,Italian
1,Italian
2.5,Italian
3,Italian
1,Italian
3,Italian
2.25,Italian
1.5,Italian
2,Italian
1,Italian
1.2,Italian
2.8,Italian
1.8,Italian
1,Italian
2.25,Italian
2.4,Italian
3.8,Italian
1.333333333,Italian
2.2,Italian
2,Italian
2.5,Italian
1,Italian
3.5,Italian
2.2,Italian
3.6,Italian
2.2,Italian
3,Italian
2.25,Italian
1,Italian
4.4,Italian
3.2,Italian
2,Italian
3,Italian
2.4,Italian
2.4,Italian
4.2,Italian
1.25,Italian
1.8,Italian
2.666666667,Italian
1,Italian
2.5,Italian
2.2,Italian
1.4,Italian
2.8,Italian
3.2,Italian
1,Italian
1,Italian
1.666666667,Italian
1.6,Italian
4,Italian
2.25,Italian
1.5,Italian
2,Italian
1.8,Italian
4.6,Italian
1,Italian
2,Italian
1,Italian
2.2,Italian
2.75,Italian
1.2,Italian
1,Italian
1.4,Italian
2,Italian
3.4,Italian
2.333333333,Italian
2.4,Italian
1.4,Italian
1,Italian
2.2,Italian
2.5,Italian
2.75,Italian
1,Italian
1.2,Italian
1,Italian
3.4,Italian
1.5,Italian
2,Italian
2.25,Italian
3.6,Italian
2.75,Italian
1,Italian
1.8,Italian
1,Italian
1.2,Italian
1.2,Italian
2.8,Italian
1,Italian
3.6,Italian
1,Italian
3.5,Italian
1.666666667,Italian
1.75,Italian
3.25,Italian
2.6,Italian
1.4,Italian
3,Italian
1.5,Italian
2.2,Italian
2.75,Italian
2.75,Italian
1.333333333,Italian
2.8,Italian
1.6,Italian
1,Italian
1,Italian
4,Italian
1.25,Italian
2.6,Italian
2,Italian
3,Italian
1.25,Italian
3,Italian
1.2,Italian
1.8,Italian
2.8,Italian
1,Italian
3.2,Italian
1,Italian
3.6,Italian
1.333333333,Italian
1,Italian
1,Italian
1.333333333,Italian
2.4,Italian
1,Italian
2,Italian
1.75,Italian
1.2,Italian
1,Italian
1,Italian
1.6,Italian
2.4,Italian
2.6,Italian
1.2,Italian
1,Italian
1.6,Italian
1.6,Italian
1.25,Italian
1.25,Italian
1,Italian
1,Italian
2,Italian
1,Italian
1.4,Italian
3.5,Italian
1,Italian
1.8,Italian
1.4,Italian
1,Italian
2.4,Italian
2,Italian
3.8,Italian
1.6,Italian
1,Italian
4.6,Italian
1,Italian
1,Italian
1,Italian
3.4,Italian
3.5,Italian
1,Italian
1.666666667,Italian
4.2,Italian
1.4,Italian
2.2,Italian
2.4,Italian
1.6,Italian
4,Italian
2,Italian
1,Italian
3.5,Italian
3.8,Italian
1.4,Italian
1.2,Italian
1.8,Italian
2.6,Italian
1.4,Italian
1.5,Italian
1.5,Italian
4.75,Italian
1,Italian
1.4,Italian
1.25,Italian
2.6,Italian
2.6,Italian
2,Italian
1.333333333,Italian
1.75,Italian
1,Italian
2,Italian
1.6,Italian
1.75,Italian
1.4,Italian
2,Italian
2,Italian
1.4,Italian
2.333333333,Italian
1.8,Italian
2.25,Italian
1.666666667,Italian
1.333333333,Italian
1,Italian
1.2,Italian
1.4,Italian
1,Italian
1.4,Italian
1,Italian
1.4,Italian
1.4,Italian
1,Italian
1,Italian
1,Italian
1.75,Italian
1.6,Italian
1.8,Italian
1,Italian
3.2,Italian
1,Italian
1.2,Italian
2.6,Italian
1.25,Italian
2,Italian
1,Italian
2.6,Italian
1,Italian
1.4,Italian
1.75,Italian
1.75,Italian
2.4,Italian
2.8,Italian
2.6,Italian
1.25,Italian
1,Italian
1,Italian
1.2,Italian
2.5,Italian
1.666666667,Italian
1,Italian
2,Italian
1.8,Italian
1,Italian
2.333333333,Italian
1.6,Italian
2,Italian
2.75,Italian
2.5,Italian
1.6,Italian
2,Italian
2,Italian
2.8,Italian
1.6,Italian
1.6,Italian
3.8,Italian
2,Italian
2,Italian
1.2,Italian
2.25,Italian
1.2,Italian
1.6,Italian
2.2,Italian
4.25,Italian
1.2,Italian
1,Italian
1,Italian
1,Italian
1.75,Italian
2.25,Italian
3,Italian
1.5,Italian
1.6,Italian
2.4,Italian
2.25,Italian
2.75,Italian
1.6,Italian
1.5,Italian
1.4,Italian
3.4,Italian
2.5,Italian
1,Italian
2.333333333,Italian
3,Italian
3,Italian
1.6,Italian
2.6,Italian
2.8,Italian
1.2,Italian
2.4,Italian
2,Italian
2.2,Italian
1.2,Italian
2.25,Italian
2.8,Italian
2,Italian
5,Italian
1,Italian
3.2,Italian
1.4,Italian
3.4,Italian
1,Italian
1,Italian
3.4,Italian
2.8,Italian
1.4,Italian
1.75,Italian
3.2,Italian
1.25,Italian
1.4,Italian
1,Italian
3.25,Italian
2.8,Italian
1,Italian
3,Italian
2,Italian
2,Italian
1,Italian
2.25,Italian
1.5,Italian
1.75,Italian
1.4,Italian
2.25,Italian
2.5,Italian
3,Italian
1.666666667,Italian
1,Italian
2.2,Italian
1.6,Italian
2.6,Italian
2.6,Italian
1,Italian
3.5,Italian
3,Italian
2.6,Italian
2.8,Italian
1.2,Italian
2.5,Italian
1.2,Italian
2,Italian
1.6,Italian
3.2,Italian
1,Italian
2,Italian
2,Italian
1.75,Italian
2,Italian
1.25,Italian
2.6,Italian
1.5,Italian
1.75,Italian
2,Italian
2.4,Italian
1.6,Italian
1,Italian
2,Italian
2.4,Italian
2.2,Italian
1.8,Italian
1.333333333,Italian
1.6,Italian
1,Italian
1.6,Italian
1.333333333,Italian
1.333333333,Italian
1.2,Italian
1,Italian
1.5,Italian
2,Italian
2.4,Italian
3,Italian
2,Italian
1,Italian
2.2,Italian
1.8,Italian
